docking_state,distance,energy
1263,6.91747,-12.6893
931,6.917613,-7.46465
1544,6.931252,1.36564
1055,6.969857,-8.11712
81,6.974922,-15.3627
811,6.976834,-12.8603
304,6.977614,-9.78599
1269,6.980704,-12.3052
1199,6.982997,-4.59742
215,6.993257,-12.2005
1237,6.996903,-12.1771
197,6.997592,-18.6204
1158,7.010286,-10.3068
1333,7.014811,-7.41163
860,7.029796,-4.37537
1288,7.044454,0.0211038
1490,7.088883,-0.517133
1300,7.131854,-7.23199
671,7.136257,-6.83575
235,7.1428,-13.2108
183,7.150427,-13.623
1103,7.150667,-3.94148
1283,7.183376,-5.562
272,7.186123,-13.232
897,7.189842,-7.77549
1554,7.22361,6.32927
1004,7.230605,-11.8491
417,7.245519,-8.37201
675,7.25947,-15.5825
862,7.279447,-17.0797
808,7.288672,-13.6781
1228,7.289168,-10.7622
587,7.30555,-10.7705
150,7.313068,-9.13113
965,7.322059,-10.323
1392,7.326907,-4.16934
1240,7.376276,-7.72857
1331,7.39718,-8.12554
991,7.411522,-11.9662
560,7.420708,-8.97597
450,7.435406,-12.3193
886,7.444472,-9.60649
1049,7.459497,-5.97456
508,7.470551,-6.99995
320,7.472814,-14.8456
750,7.472925,-8.35267
1336,7.475323,-8.15001
762,7.498663,-7.61942
923,7.511473,-11.3336
274,7.51263,-16.034
539,7.528605,-8.64862
874,7.542952,-10.0452
34,7.546229,-19.7443
490,7.549532,-6.38393
315,7.549764,-16.1623
1311,7.564436,-4.88024
324,7.566141,-11.7525
908,7.577624,-9.47966
486,7.594645,-16.5575
803,7.595185,-11.1944
1547,7.598062,5.51958
327,7.598964,-18.9998
492,7.613336,-9.68602
267,7.61419,-12.5041
934,7.615265,-10.6513
1357,7.618643,-11.2202
877,7.623497,-12.1619
1548,7.645483,1.91854
799,7.653954,-9.72643
920,7.657645,-8.05706
683,7.659363,-12.4439
1291,7.683237,-7.33049
264,7.684167,-13.5701
1056,7.684702,-14.9123
1131,7.730636,-14.3917
408,7.735564,-10.5435
1540,7.772727,3.1235
769,7.775482,-10.3721
459,7.77705,-13.8279
1328,7.781481,-6.55578
1329,7.787871,-6.97814
1549,7.811538,3.09757
1513,7.864024,1.55458
1247,7.867198,-4.64466
735,7.878595,-8.55836
507,7.898477,-11.2561
225,7.927582,-14.157
596,7.930604,-5.72309
610,7.937689,-12.1919
755,7.941188,-9.48766
209,7.953124,-16.1033
1359,7.957377,-5.2904
802,7.959995,-4.84438
505,7.960553,-11.503
909,7.970423,-12.5962
593,7.972604,-9.25911
1138,7.974223,-10.7956
801,7.976097,-8.42492
1066,7.985785,-9.02407
930,7.998944,-8.83311
445,8.007645,-13.2182
1280,8.021714,-4.65659
731,8.0339,-4.95024
1436,8.037416,-3.59921
1390,8.038371,-4.73098
1104,8.049671,-12.8387
806,8.070553,-10.9029
1401,8.073253,-4.72609
514,8.083713,-16.8402
265,8.087638,-13.682
917,8.09766,-10.6985
496,8.105525,-7.96272
809,8.116688,-15.028
719,8.152683,-15.2152
537,8.153002,-9.80155
520,8.154995,-10.8684
1219,8.157773,-8.56293
526,8.168407,-10.9147
1504,8.174657,-2.22357
1543,8.19427,-2.10918
1462,8.195899,-5.54634
1016,8.199532,-6.94667
977,8.216875,-7.39337
1327,8.223031,-9.17319
226,8.227623,-13.4259
409,8.230864,-15.76
659,8.235228,-6.14807
1380,8.237414,-2.58855
625,8.253641,-8.74449
1555,8.259262,12.0669
1303,8.259683,-9.43475
115,8.30167,-14.7706
620,8.305659,-5.947
1193,8.318663,-4.43257
1353,8.323096,-3.14839
837,8.328737,-7.45972
282,8.33581,-8.15477
127,8.338072,-13.5649
1467,8.344748,-0.726539
131,8.346755,-13.2626
1332,8.351856,-6.80681
249,8.358389,-11.6223
178,8.36339,-15.7598
1466,8.371882,-0.242575
1552,8.374372,9.42711
681,8.377024,-8.05364
50,8.38237,-14.8507
782,8.38304,-13.1582
317,8.384435,-12.0308
455,8.385647,-8.44465
1209,8.393551,-7.72267
415,8.395049,-14.8066
388,8.399194,-6.11765
398,8.400418,-14.5014
1235,8.40143,-5.22033
1405,8.414214,-7.27351
1069,8.421412,-9.2063
1027,8.422528,-13.4539
1500,8.441165,-4.10537
142,8.445658,-15.3952
1242,8.446655,-12.5423
1395,8.460636,-3.1308
1231,8.462539,-6.23382
1304,8.469797,-10.536
238,8.473097,-8.23886
223,8.473145,-14.8186
1245,8.485623,-8.68259
472,8.491622,-9.64797
237,8.516261,-16.1638
84,8.51767,-15.583
1541,8.517808,-3.55646
1471,8.523166,-2.8204
844,8.531533,-2.46215
1479,8.53966,-9.78773
379,8.544181,-10.172
768,8.564658,-10.7197
552,8.567178,-12.0462
585,8.602746,-19.0188
1381,8.614618,-2.40407
1492,8.628933,-7.79416
881,8.629288,-11.0958
159,8.639419,-10.6619
668,8.644062,-17.2892
698,8.654882,-8.38957
1262,8.666239,-6.7136
396,8.715425,-12.967
422,8.718744,-8.56202
294,8.724586,-13.0701
915,8.732596,-10.3478
1483,8.739367,-3.5097
1095,8.739889,-9.44342
1434,8.741106,-2.12458
810,8.750286,-6.9989
953,8.750318,-10.9381
1533,8.753614,-3.72548
1238,8.760336,-3.64471
224,8.771204,-18.5159
1499,8.785002,-8.01955
800,8.801453,-9.5401
672,8.803658,-14.9599
338,8.820664,-11.8955
1134,8.82522,-8.74043
374,8.829023,-6.03515
222,8.832189,-20.5422
98,8.83965,-16.938
201,8.85071,-13.9829
510,8.872111,-13.0286
761,8.913375,-11.9293
951,8.920437,-11.1287
1259,8.924177,-5.36437
718,8.932119,-3.82817
523,8.932743,-13.8864
352,8.937906,-12.6089
268,8.953516,-12.8283
303,8.95462,-13.5414
1556,8.962264,12.5663
1023,8.966369,-12.5604
498,8.966541,-18.4129
584,8.971595,-11.8074
622,8.97839,-14.291
763,8.994525,-4.96558
1211,9.002676,-12.4248
500,9.0089,-11.0968
92,9.013907,-13.6761
618,9.014263,-13.3884
1105,9.023248,-11.8098
271,9.046734,-12.1032
298,9.048003,-15.1325
1456,9.096664,-6.09664
1523,9.108207,2.70574
1486,9.109804,0.53351
457,9.111284,-11.2623
1189,9.128037,-8.16563
386,9.128633,-13.473
1256,9.13444,-2.92231
85,9.135439,-17.5276
1162,9.145714,-9.19318
329,9.158169,-12.2548
522,9.16745,-11.5291
217,9.182091,-15.7449
152,9.18937,-15.273
939,9.18968,-12.6207
1316,9.189958,-1.94671
1137,9.195274,-5.83216
826,9.199331,-6.76698
189,9.20994,-11.9702
1042,9.210692,-13.2937
721,9.213135,-6.6684
781,9.223512,-5.29829
1113,9.230742,-6.11521
431,9.2341,-11.3337
478,9.235526,-12.3756
21,9.247469,-22.2912
1296,9.250367,-2.76505
494,9.253565,-14.213
1402,9.253795,-3.01213
1265,9.264961,-5.32992
111,9.274335,-17.3294
376,9.275152,-16.4942
481,9.279624,-10.9573
976,9.287798,-4.65246
1387,9.296493,-2.64812
1295,9.297788,-11.8415
70,9.310628,-18.2686
1318,9.324492,-13.4835
351,9.328545,-14.1023
1354,9.335135,-7.16782
1260,9.345483,-6.85888
435,9.345695,-18.4046
1003,9.350034,-16.683
372,9.369339,-6.1515
899,9.376675,-9.11225
887,9.384225,-14.3071
484,9.386362,-12.9819
362,9.392683,-9.31029
43,9.39272,-22.435
790,9.393013,-10.0208
255,9.393134,-14.0916
619,9.417458,-10.995
1373,9.420567,-6.98554
1096,9.424971,-12.8057
898,9.430091,-11.7666
354,9.44773,-11.3165
694,9.459491,-9.34182
1527,9.480429,-5.2453
1075,9.481699,-8.1853
918,9.483815,-14.8748
60,9.484575,-21.2696
141,9.501721,-18.8565
1419,9.50182,-6.32102
1279,9.502758,-9.90804
173,9.508055,-11.4885
1086,9.517103,-3.9085
1324,9.526905,-5.40233
890,9.527253,-15.7083
996,9.530457,-14.6903
77,9.532756,-19.823
86,9.534905,-16.2516
1012,9.537258,-6.34092
1482,9.539033,-10.0178
723,9.562367,-10.0127
1192,9.568937,-11.8052
733,9.581671,-6.5875
663,9.584705,-12.6591
454,9.585367,-12.017
1207,9.585873,-5.48556
921,9.611757,-12.4223
1302,9.617624,-6.88318
770,9.619981,-10.7428
53,9.628127,-14.694
480,9.629623,-12.623
278,9.629835,-16.9779
1528,9.637335,-2.73227
448,9.649848,-12.4218
88,9.651568,-15.6257
399,9.662549,-18.0795
516,9.681994,-9.52178
93,9.688741,-20.7395
1529,9.699935,4.76043
709,9.703437,-2.22734
1159,9.733298,-4.95907
1205,9.737512,-7.5411
1126,9.745044,-9.87124
1091,9.755566,-8.1243
1350,9.758389,-11.3445
1046,9.761442,-6.67587
654,9.762512,-10.3275
1084,9.76474,-8.40733
586,9.781881,-9.98678
1153,9.785776,-5.37799
451,9.793123,-17.354
1481,9.795989,-1.57447
1306,9.796759,-4.02529
194,9.805414,-16.5272
699,9.80558,-9.3806
889,9.810024,-7.93031
944,9.812481,-8.76078
1410,9.819077,-9.79031
639,9.837103,-14.2312
1437,9.847651,-2.93402
1150,9.850489,-15.5787
948,9.852043,-13.0855
75,9.861414,-18.2156
949,9.870896,-9.26784
893,9.882989,-6.27827
1110,9.88728,-7.69541
1550,9.892695,5.35271
1100,9.906662,-11.5874
1058,9.913356,-5.58625
432,9.917991,-14.0597
296,9.934455,-12.0345
643,9.936558,-14.481
626,9.965185,-15.1606
795,9.971412,-9.30237
859,9.973496,-7.04046
137,9.980192,-16.1451
1335,9.991454,-3.91769
1473,10.005402,-5.02932
1163,10.013921,-9.04546
1261,10.044271,-9.84166
661,10.050916,-10.4489
176,10.056457,-10.2117
1351,10.062232,-2.6863
412,10.065408,-15.5593
1459,10.066821,-4.28352
349,10.074702,-9.46772
293,10.08063,-10.989
623,10.096894,-7.39118
1133,10.108788,-7.91628
124,10.109578,-16.7177
62,10.111935,-20.0957
348,10.116451,-17.8155
1411,10.131393,-3.91111
356,10.137734,-15.6297
706,10.154631,-10.2987
1450,10.160329,-7.17109
865,10.167447,-13.1031
1164,10.168676,-11.495
1365,10.172205,-4.18597
640,10.177952,-9.81375
562,10.180187,-10.844
253,10.180491,-11.0672
1399,10.184725,-4.00926
1098,10.186693,-10.0938
1223,10.19119,-1.38244
364,10.210541,-13.1193
146,10.212681,-15.9817
359,10.217143,-13.2893
1468,10.220841,-3.3696
87,10.224053,-17.1652
940,10.227995,-5.15096
581,10.241961,-8.50619
1422,10.252681,-4.98895
1026,10.277159,-10.2208
528,10.301698,-4.07272
778,10.303277,-11.0727
280,10.307568,-15.4955
1433,10.308799,-2.74154
1044,10.313749,-4.09631
283,10.317741,-15.5638
429,10.323346,-14.6308
937,10.325497,-6.03431
69,10.327457,-16.6265
816,10.32865,-11.1511
821,10.3415,-12.8841
1107,10.342367,-4.89317
525,10.351858,-7.64293
97,10.365702,-22.5276
192,10.368366,-13.2665
858,10.383102,-5.28665
1416,10.385384,-5.75423
328,10.407918,-16.0241
210,10.414451,-22.5224
615,10.427489,-10.1157
695,10.43177,-5.20495
667,10.451429,-11.834
987,10.453936,-5.59581
72,10.462908,-17.2663
1383,10.471174,-6.67274
335,10.483141,-9.12269
312,10.487006,-7.82059
868,10.492905,-5.73497
377,10.493712,-13.1441
310,10.496545,-15.4383
1494,10.497754,-3.32968
205,10.499162,-15.7925
846,10.528711,-7.73927
1360,10.536937,-2.95158
1278,10.537342,-6.80963
1024,10.542036,-10.5426
462,10.550136,-17.3983
1144,10.551355,-10.3103
1319,10.568208,-10.7222
161,10.573794,-15.3723
1062,10.590218,-8.03426
134,10.605323,-15.6353
1250,10.612109,-4.3558
234,10.612173,-17.4114
1220,10.630486,-9.74125
1470,10.642154,-1.27991
1428,10.65398,-2.31886
371,10.65767,-17.6282
1273,10.66668,-13.4871
962,10.705617,-8.57797
1120,10.706103,-11.9755
601,10.709914,-11.5619
1169,10.712227,-7.05151
504,10.735898,-15.7084
964,10.761226,-12.5977
248,10.774569,-12.0836
1081,10.778773,-10.0503
495,10.780797,-12.7934
1299,10.781687,-6.97369
1347,10.783334,-8.4788
1397,10.794314,-5.43851
828,10.795275,-7.93316
544,10.796709,-14.9011
646,10.806574,-7.97792
1435,10.812967,-3.67759
1072,10.816009,-10.6911
597,10.826416,-9.97179
1191,10.826928,-7.3859
449,10.828792,-11.3194
488,10.829842,-10.6599
952,10.840689,-7.23834
840,10.845128,-17.0034
1315,10.84701,-4.68231
447,10.858047,-10.6845
1487,10.861136,-1.35684
677,10.861354,-9.77926
375,10.866153,-11.6972
870,10.866566,-11.5195
143,10.878711,-17.0839
765,10.884617,-6.50877
628,10.895061,-10.9388
767,10.900534,-5.60367
1290,10.900901,-10.9633
968,10.920285,-5.76319
579,10.926384,-11.8604
1236,10.927831,-3.09269
835,10.937991,-8.34865
997,10.940954,-8.82965
1417,10.960291,4.49592
1516,10.960696,-2.3141
1426,10.978581,-4.16526
1537,10.992742,-5.52387
960,10.998309,-6.85072
971,10.999227,-14.3734
590,11.014746,-5.11044
1038,11.030553,-2.74294
1099,11.03814,-15.1474
1068,11.044594,-16.6486
758,11.054682,-8.06304
813,11.055038,-10.7935
397,11.069839,-10.2417
322,11.076037,-5.90467
122,11.092888,-12.8929
814,11.104989,-10.0568
109,11.107278,-14.4955
402,11.109184,-12.5765
648,11.119899,-11.9638
1391,11.121543,-5.24844
474,11.126194,-16.3997
395,11.12891,-18.04
613,11.166462,-8.9755
872,11.167721,-5.25619
341,11.181911,-11.7878
922,11.190656,-9.22801
1089,11.195287,-9.76329
617,11.202778,-14.2178
1352,11.207607,-12.0914
22,11.217087,-25.5164
1431,11.219416,-8.09071
1177,11.258679,-4.0595
423,11.282173,-10.112
1493,11.288957,0.822109
345,11.291458,-13.6155
999,11.291665,-4.01424
905,11.299336,-8.97376
190,11.323663,-17.1823
1363,11.328416,-5.18605
986,11.344928,-7.17913
165,11.349079,-12.0737
1385,11.349988,-8.75528
42,11.372177,-24.5693
547,11.374882,-9.48682
340,11.37669,-15.6756
792,11.385195,-11.8718
1267,11.392129,-16.6095
928,11.393036,-11.0478
665,11.400058,-4.59857
336,11.408912,-12.0432
1224,11.411982,-7.58508
1407,11.416018,-11.4235
3,11.437166,-20.8829
1491,11.444959,-4.92036
1463,11.483844,-5.1266
946,11.489483,-15.3652
599,11.499317,-8.3194
403,11.517886,-12.7975
1409,11.522428,-11.8929
1521,11.529589,-3.38355
1206,11.529889,-1.47816
642,11.530313,-10.5821
300,11.532635,-13.7485
394,11.543982,-12.6704
1037,11.544438,-5.55126
257,11.548077,-11.7326
1227,11.549047,-10.2532
649,11.553677,-17.199
1132,11.554736,-7.53194
1014,11.560203,-9.38919
863,11.570307,-16.6832
688,11.573549,-14.2053
1176,11.582177,-7.25005
616,11.585293,-16.0959
556,11.596544,-14.4187
550,11.601753,-7.51258
1338,11.602571,-2.10536
0,11.608597,-26.416
1480,11.61565,0.350865
839,11.618305,-9.57707
404,11.624607,-11.7639
160,11.626095,-9.58148
851,11.629346,-7.7766
410,11.633945,-17.9638
57,11.636004,-21.3463
1214,11.653707,-7.20331
1478,11.665377,-3.31238
437,11.678588,-12.3518
1031,11.684224,-9.3627
1234,11.698888,-7.48505
1439,11.707398,-2.99604
574,11.721027,-9.31985
776,11.723254,-3.47465
313,11.729376,-8.1625
786,11.73485,-2.91702
1001,11.748716,-9.95138
212,11.755705,-12.4655
1475,11.771801,-9.38228
1178,11.790389,-7.84119
1531,11.79947,-6.50158
1088,11.801482,-5.16041
1170,11.803238,-3.14196
100,11.809495,-18.8222
467,11.809867,-13.0919
1198,11.810014,-0.691905
1246,11.818554,-7.73707
276,11.832385,-17.569
1298,11.837907,-7.82374
15,11.854864,-25.4022
99,11.863918,-16.343
635,11.865263,-4.50924
739,11.88118,-10.1388
902,11.894099,-10.0046
998,11.897739,-10.6749
1275,11.903852,-4.36527
830,11.912384,-9.20317
536,11.933457,-12.122
1325,11.93972,-14.0914
771,11.942491,-4.43546
924,11.955066,-9.27704
714,11.966783,-7.95104
822,11.981389,-9.51895
1017,12.00069,-12.107
285,12.001751,-12.4604
405,12.015978,-11.5129
696,12.023979,-9.0261
879,12.032522,-16.1042
344,12.046543,-11.3985
1464,12.065845,-2.75499
1179,12.079007,-5.50313
700,12.090675,-9.00371
167,12.094006,-13.3085
1200,12.09931,-8.03597
171,12.110069,-14.422
357,12.116712,-14.813
1323,12.118118,-0.56242
187,12.118373,-13.1429
1346,12.121448,-5.05515
531,12.122145,-9.35885
725,12.130058,-12.4089
245,12.131875,-13.9223
1222,12.140556,-10.4154
621,12.142555,-8.21304
360,12.162003,-20.1463
59,12.166222,-16.8795
1015,12.175551,-4.53791
1154,12.178933,-9.34457
383,12.1818,-10.2735
1039,12.184324,-8.81033
466,12.187779,-12.459
804,12.196747,-8.3737
680,12.206824,-16.5019
820,12.21317,-11.2182
1077,12.215491,-10.8225
674,12.226313,-7.46211
732,12.236986,-9.0119
1243,12.241813,-5.5746
1452,12.246662,-8.12314
1174,12.247431,-5.74877
701,12.249835,-6.0543
392,12.256632,-15.9763
1050,12.258649,-11.0903
892,12.265587,-3.95713
606,12.272133,-3.47694
1135,12.274042,-7.06858
743,12.278025,-14.5687
994,12.280918,-10.4747
319,12.282301,-12.3843
220,12.282889,-12.9128
825,12.285008,-13.2388
554,12.287228,-18.7988
745,12.289938,-6.90316
149,12.30777,-17.9741
144,12.311196,-14.4548
1186,12.311697,-8.10233
140,12.312249,-14.7889
1282,12.314502,-6.98452
387,12.315792,-10.836
1217,12.320341,-0.991676
94,12.323071,-19.4867
1375,12.360816,-12.0557
1142,12.367568,-8.23443
1293,12.371564,-10.3881
992,12.371777,-12.6852
1065,12.385159,-8.38156
436,12.388642,-10.7848
1406,12.390836,-9.37997
738,12.39486,-7.91565
219,12.401216,-13.9087
982,12.406137,-9.44452
229,12.406722,-13.4659
1496,12.409259,-8.14067
465,12.424219,-10.4665
307,12.424415,-20.7705
1156,12.434168,-7.07522
1204,12.448265,-7.98352
181,12.458575,-14.7399
1364,12.461047,-5.73967
989,12.461121,-8.6669
819,12.467115,-10.7186
885,12.470913,-6.95908
963,12.475088,-15.0037
993,12.476492,-6.08782
406,12.4799,-13.5055
191,12.48276,-14.6471
281,12.490223,-17.5618
1241,12.501733,-13.9611
644,12.524323,-14.1824
469,12.535932,-17.9708
773,12.557079,-2.6294
1212,12.559446,-7.25015
442,12.562282,-11.6247
1307,12.572002,-5.06619
1125,12.587729,-9.10808
485,12.588807,-13.0578
155,12.595805,-21.9509
1458,12.596243,-4.07359
1366,12.607572,-5.72695
729,12.633073,-7.94073
972,12.637314,-7.4323
164,12.645393,-13.1325
981,12.648396,-6.98478
1083,12.651909,-7.10332
1441,12.652779,-8.15986
287,12.656559,-14.1881
1028,12.691689,-7.53372
1074,12.697455,-7.59998
1034,12.699891,-6.587
511,12.712591,-7.4281
1517,12.714607,2.61506
292,12.714726,-17.2147
1314,12.716157,-4.66257
685,12.727428,-9.2453
549,12.730713,-11.4025
1225,12.742965,-9.94359
603,12.747879,-9.25929
487,12.750829,-8.39505
148,12.799867,-13.8738
529,12.818231,-8.93412
102,12.842589,-16.9768
1339,12.844937,-6.15675
96,12.85017,-9.95482
378,12.865566,-9.37979
284,12.87213,-13.7056
1396,12.877348,-6.13555
697,12.885382,-12.8321
482,12.888926,-10.2346
637,12.892028,-11.7494
910,12.897728,-7.32586
1009,12.909135,-6.38562
1355,12.91257,-6.14296
631,12.924755,-7.45516
686,12.931231,-9.92364
1322,12.933244,-7.80233
1369,12.934115,-2.40426
475,12.93815,-6.92
1472,12.961227,-6.95542
228,12.961551,-13.9037
746,12.968872,-9.11259
1151,12.974256,-5.35784
331,12.980668,-16.5706
1495,12.987966,-9.83904
764,13.007002,-7.76868
1255,13.007088,-7.07215
684,13.012041,-9.99046
350,13.025277,-18.9028
834,13.031709,-8.05076
702,13.037352,-8.08183
295,13.041103,-13.9045
430,13.041907,-8.38805
673,13.058884,-10.1981
1266,13.06961,-6.6606
1114,13.074027,-8.32878
1115,13.074185,-10.705
384,13.080533,-9.61813
136,13.087107,-13.7332
78,13.089814,-24.2923
67,13.092322,-19.4521
541,13.093355,-7.94557
1348,13.098776,-3.53148
1501,13.103506,-9.03861
548,13.10812,-9.41002
1002,13.1137,-2.79212
555,13.128111,-15.6915
627,13.140082,-4.31011
753,13.161894,-16.0548
439,13.174938,-6.14021
200,13.175089,-14.873
703,13.209114,-13.0164
1294,13.213964,-5.0091
641,13.227299,-11.2505
614,13.232416,-11.293
182,13.233315,-18.8482
1498,13.23592,2.80299
1377,13.245577,-9.04018
128,13.246734,-12.6524
333,13.250503,-9.5144
308,13.252296,-14.8642
1041,13.253059,-8.25961
947,13.265043,-5.57988
105,13.265746,-17.4083
1469,13.266295,0.39929
543,13.266728,-13.664
1310,13.281638,-4.63877
1210,13.287024,-16.341
1051,13.287387,-10.8238
1129,13.288483,-5.61622
650,13.29095,-13.6204
1379,13.293361,-3.03192
974,13.300403,-5.92076
636,13.301229,-10.5109
389,13.304009,-9.11466
787,13.310603,-8.21593
1029,13.327475,-14.7423
1059,13.33413,-7.01378
600,13.338025,-14.4396
1048,13.342717,-9.40574
1414,13.344018,-8.55741
1451,13.357637,-1.52673
1181,13.370765,-8.33059
1143,13.378118,-12.8367
1226,13.383478,-7.57033
244,13.385014,-13.9049
884,13.399413,-9.87943
497,13.404169,-12.6371
722,13.40731,-12.3972
734,13.416016,-10.0333
1173,13.418633,-4.54717
66,13.420093,-25.4342
1007,13.424417,-8.80957
366,13.434978,-7.19993
1258,13.446637,-6.29731
1011,13.447247,-7.93191
662,13.448918,-10.6499
978,13.449865,-8.86024
959,13.46313,-6.53674
391,13.477448,-10.6145
1512,13.481297,-2.30271
608,13.489223,-6.10488
302,13.515892,-11.9864
843,13.517376,-17.0974
737,13.524121,-9.27771
471,13.528994,-10.8887
983,13.529247,-9.56615
842,13.542048,-7.14831
1116,13.549903,-11.6466
503,13.550405,-17.7879
1244,13.554226,-10.1593
19,13.56413,-27.2913
251,13.573391,-18.1479
126,13.576745,-12.4162
592,13.582768,-10.3899
766,13.589189,-7.40534
1341,13.592861,-9.98265
958,13.59632,-15.1078
657,13.608089,-10.4491
162,13.613154,-20.949
1289,13.615284,-8.98814
1216,13.61711,-8.30155
1057,13.621439,-8.40936
208,13.630481,-13.2801
314,13.633136,-9.94854
1524,13.654921,-9.72764
1053,13.664333,-6.56833
1421,13.665085,1.27315
1514,13.667853,-0.247331
827,13.673635,-7.74404
990,13.681068,-9.15924
323,13.6826,-8.90904
1474,13.689878,-2.46283
1534,13.69129,-4.1852
567,13.695471,-17.9382
669,13.705812,-7.14322
1087,13.70777,-6.51317
546,13.713814,-1.87595
841,13.717407,-11.9822
175,13.718693,-10.0419
833,13.730577,-11.8426
1097,13.734236,-12.3055
658,13.736979,-14.7274
736,13.738108,-5.00574
967,13.751097,-4.02091
749,13.759547,-9.55452
670,13.773046,-11.01
1172,13.786872,-6.9183
1013,13.802784,-9.87656
1196,13.805443,-6.18326
752,13.813271,-9.29124
693,13.816597,-15.575
784,13.818316,-9.5621
247,13.818317,-15.216
788,13.821283,-4.54975
845,13.833518,-13.9235
1484,13.836425,0.662532
1252,13.84137,-6.75474
316,13.842143,-15.8726
355,13.870512,-8.48841
1018,13.88319,-5.72917
901,13.883843,-8.79276
588,13.899776,-6.05821
337,13.904123,-13.3328
973,13.908019,-8.72359
453,13.916501,-4.91107
1461,13.91954,-1.41441
1043,13.928254,-9.89753
289,13.938545,-18.5166
1233,13.948763,-7.03646
17,13.954194,-15.0436
935,13.965403,-11.3793
945,13.967835,-3.3307
867,13.970626,-7.57291
1371,13.972739,-10.6531
1337,13.982455,-11.299
433,13.988268,-15.5504
707,13.993339,-11.9347
58,13.995497,-16.0915
847,14.002446,-12.8564
318,14.006299,-13.5563
961,14.011773,-13.8356
655,14.020101,-9.79504
595,14.023051,-10.553
509,14.023439,-11.8721
760,14.027493,-11.5298
420,14.029609,-16.0816
425,14.030352,-18.8101
692,14.043322,-7.17812
464,14.043721,-9.41421
428,14.052238,-13.2801
652,14.059854,-10.3166
605,14.061063,-15.2212
1187,14.064827,-6.07464
206,14.066516,-14.1145
513,14.068283,-12.899
198,14.071217,-13.6075
563,14.080293,-13.9775
80,14.088209,-21.0127
777,14.091951,-8.38808
1465,14.093913,-3.10099
236,14.105625,-11.0282
427,14.106752,-8.47374
645,14.107388,-6.1214
916,14.135318,-9.54405
2,14.160216,-24.838
551,14.160852,-9.83425
1340,14.160912,-4.98461
382,14.160932,-8.98773
