docking_state,distance,energy
190,9.436736,-39.4404
859,9.439165,-23.8189
1090,9.456119,-33.1327
243,9.461244,-52.4633
534,9.461376,-39.4846
2876,9.462591,-22.1381
2675,9.468125,-8.61802
3055,9.469964,-11.5633
901,9.472063,-26.8428
830,9.476505,-24.1345
2086,9.477721,-43.3469
1674,9.480948,-12.7401
1421,9.486904,-43.0748
1307,9.487885,-14.6986
3345,9.502881,5.52463
3462,9.509897,42.918
2672,9.512185,-23.0721
2441,9.520081,-18.2395
2928,9.532625,-40.1972
52,9.538081,-42.3028
1720,9.546512,-16.9092
1694,9.547711,-21.4143
2832,9.55231,-13.7458
841,9.555055,-35.9189
524,9.560068,-31.2275
853,9.563621,-14.7977
3404,9.571776,-2.52247
2893,9.582026,-22.8876
238,9.582363,-54.7855
301,9.584491,-35.1252
3436,9.589305,22.1833
1574,9.590938,-29.8317
854,9.593154,-13.1201
1183,9.59549,-24.2497
837,9.598933,-38.2224
50,9.606174,-48.0045
2754,9.609588,-7.75494
377,9.609783,-42.0793
1708,9.615547,-29.0696
211,9.619041,-55.8833
2685,9.638441,-13.7275
3099,9.642477,-7.40174
1190,9.645129,-37.1603
1547,9.651346,-52.629
3064,9.658392,-9.10823
3307,9.662488,-21.2249
551,9.662724,-48.4137
1888,9.663606,-30.0897
2425,9.672097,-28.9504
646,9.677767,-25.2621
1442,9.681989,-32.6525
973,9.696322,-37.5401
750,9.696491,-36.8965
3159,9.708982,-18.0854
1332,9.713408,-20.5519
589,9.717279,-43.3025
2465,9.719765,-36.5529
1063,9.72099,-37.273
725,9.721216,-35.5835
3230,9.72511,0.533774
3408,9.731804,3.18815
2999,9.738208,-17.9717
1225,9.740332,-48.8159
1287,9.752115,-37.5946
9,9.754531,-46.7256
1658,9.75824,-4.32785
321,9.761901,-32.5857
459,9.762167,-37.9885
3362,9.768162,27.9427
178,9.772628,-46.7687
3062,9.777755,-18.6459
121,9.78555,-64.8574
1713,9.793726,-44.9806
2812,9.794216,-7.36162
3196,9.79805,-18.2817
3386,9.798554,10.4986
2014,9.798662,-15.3138
1754,9.807056,-20.3449
3141,9.811632,-10.961
348,9.814663,-39.0263
1078,9.86543,-21.3516
1010,9.871067,-25.2007
2226,9.871387,-20.8011
1640,9.874152,-33.6237
558,9.894178,-34.9486
214,9.899668,-28.5588
3103,9.919431,-5.06852
2843,9.930616,-9.87955
1299,9.94061,-22.9652
2146,9.94889,-29.6479
118,9.965989,-43.7041
519,9.967185,-36.9151
3200,9.983158,24.552
30,9.983969,-44.4654
1850,9.985438,-30.3449
689,9.985574,-37.1718
2261,9.98699,-19.0201
3389,9.994808,5.45734
990,10.014395,-36.0052
1766,10.017097,-41.769
2881,10.019306,-25.915
2614,10.027283,-10.776
480,10.043119,-28.2656
568,10.043964,-15.4508
2181,10.054169,-22.1418
15,10.072118,-63.1883
1021,10.074779,-33.4199
430,10.075816,-41.1615
3400,10.079638,27.2554
1395,10.092012,-29.9885
680,10.111434,-43.324
888,10.118216,-32.3483
1657,10.123591,-32.3003
1636,10.125794,-38.3839
376,10.136786,-16.3329
74,10.139775,-36.866
1057,10.141242,-40.6544
75,10.141266,-47.3208
1294,10.149992,-28.4404
35,10.159101,-45.6627
721,10.161338,-26.1959
2578,10.175337,-12.7759
2121,10.175683,-16.9482
103,10.190878,-41.6535
4,10.199862,-55.5529
2903,10.210489,-11.5113
1052,10.213689,-37.7765
1288,10.220778,-18.3545
1920,10.222948,-17.1612
818,10.224805,-31.9897
920,10.230304,-34.0172
900,10.233287,-36.4328
2502,10.239964,-10.8808
350,10.240797,-44.2544
962,10.243973,-49.1053
2288,10.24701,-8.23424
1910,10.248823,-9.36274
82,10.257974,-50.6332
1818,10.25808,-33.9706
1070,10.258839,-26.9246
945,10.263716,-33.1462
1626,10.268064,-21.8604
2036,10.274491,-35.498
3401,10.277637,11.126
3045,10.305052,-14.0011
1733,10.310592,-10.8072
2044,10.312871,-18.6459
1388,10.316957,-28.5687
265,10.342635,-42.0584
1126,10.343281,-38.9953
2809,10.34695,-28.9495
2605,10.353232,-21.3151
3226,10.364048,-6.9688
2175,10.364472,-34.7848
2391,10.366789,-25.5352
1002,10.368115,-31.9319
2857,10.374935,5.32597
1492,10.37499,7.65974
2001,10.375831,-20.5975
1633,10.403518,-11.3875
1489,10.40384,-29.6631
2052,10.410994,-24.4857
1852,10.429535,-38.5447
1396,10.434451,-38.0152
1759,10.435875,-27.6809
804,10.442577,-37.6925
3232,10.442735,-3.44005
80,10.443008,-56.476
2220,10.444973,-2.73865
3034,10.446171,-9.67619
3324,10.453515,-1.61743
2992,10.456436,-14.8112
2176,10.457389,-25.1259
40,10.458869,-55.5318
1358,10.461416,-37.0118
2078,10.462749,-34.9146
2717,10.466306,-10.9797
674,10.467934,-37.4772
1820,10.468551,-35.3386
1471,10.469618,-19.602
2644,10.469984,-20.8322
1333,10.47259,-24.9803
2927,10.47815,-11.185
1564,10.486572,-15.2215
3310,10.493267,-5.7551
94,10.498289,-50.3435
1264,10.500174,-21.027
1926,10.500363,-36.3239
1912,10.506839,-8.72889
868,10.510606,-34.1163
1889,10.513853,-5.93158
1290,10.51473,-14.7804
3339,10.515297,-3.87977
1270,10.526741,-34.7546
988,10.528171,-29.0495
57,10.528482,-63.6715
1180,10.535759,-41.0113
3148,10.535872,-11.7157
3073,10.537313,-17.6524
1812,10.53749,-20.3175
2765,10.547814,-28.0749
1896,10.54863,-34.3404
2048,10.55328,-14.78
2432,10.55402,-17.1816
2225,10.559883,-8.49752
987,10.562922,-32.4589
2097,10.563841,-16.6653
399,10.568521,-44.2491
2715,10.570095,-6.12301
1340,10.573339,-26.4083
306,10.574248,-45.2435
3281,10.577429,-5.47091
3040,10.578968,8.29557
3285,10.582252,0.543375
2537,10.582783,-12.3823
1171,10.5964,-22.1531
1420,10.603208,-26.8947
2841,10.605145,-14.8975
1147,10.605378,-47.1228
2144,10.606918,-28.2802
174,10.607348,-58.633
2727,10.611713,-11.0588
1862,10.611745,-38.5918
86,10.614276,-29.1133
1189,10.616283,-23.4969
547,10.617256,-25.1175
3424,10.62901,-10.2065
439,10.629205,-33.5367
206,10.629253,-33.7397
262,10.629377,-44.064
1513,10.629791,-29.6001
2320,10.631355,-31.852
1257,10.63191,-23.7853
754,10.632263,-39.755
2339,10.635114,-20.4356
2512,10.636878,-9.37686
215,10.642005,-48.7092
382,10.646106,-29.1649
587,10.647088,-42.5122
572,10.655501,-22.7801
2130,10.656204,-22.387
1211,10.657011,-10.4604
1637,10.659754,-30.8132
3007,10.661848,-23.2881
2577,10.667489,-17.6896
1490,10.669881,-20.7559
2105,10.671069,-34.201
2308,10.672445,-15.7441
1105,10.672523,-22.7099
2293,10.675961,-23.6821
1682,10.683434,-19.8474
60,10.683878,-52.083
2046,10.68955,-18.573
2068,10.695146,-31.22
687,10.696048,-13.6043
2771,10.697732,-25.1917
2099,10.703788,-14.0668
2346,10.70401,-8.96073
91,10.712116,-32.7054
1884,10.713072,-31.3583
2714,10.713553,-26.8368
2915,10.714361,-10.9188
1597,10.716434,-9.10219
3154,10.718945,1.37334
1291,10.722337,-35.2163
1839,10.724132,-8.49403
2850,10.724169,-34.398
2506,10.72435,-27.6327
2864,10.725153,-25.9305
249,10.728739,-34.2164
743,10.733458,-27.7183
3003,10.733596,4.66963
3050,10.739616,-6.03186
2062,10.74112,3.82186
2033,10.745383,-20.2025
3442,10.747706,-12.0025
1847,10.749516,-8.78708
1279,10.749977,-28.366
3290,10.750854,-2.25023
3096,10.750861,-9.79879
1671,10.752978,-29.3099
1643,10.755248,-10.7758
959,10.758769,-21.747
1902,10.760217,-31.4435
1300,10.760439,-36.891
2904,10.762014,-18.6799
1271,10.762029,-18.0405
2541,10.762892,-20.0436
3044,10.764598,-30.9775
2257,10.76771,-24.7077
1359,10.769936,-15.7505
3083,10.776996,11.5331
1927,10.777287,-29.927
2165,10.778198,-16.6219
1372,10.779663,-36.2705
769,10.781789,-27.4186
2934,10.78328,-24.5501
2127,10.793499,-22.5799
2186,10.800385,-10.2863
2818,10.801453,-20.3923
3098,10.801863,-9.39238
225,10.805421,-47.0774
3134,10.805901,-23.6156
1094,10.806766,-9.2522
2433,10.81308,-7.52802
3258,10.813925,-18.7791
2918,10.814629,-11.1441
1525,10.818763,-43.1823
1914,10.821551,-19.029
3306,10.821862,-8.43886
533,10.82957,-28.2015
396,10.830413,-37.7589
2786,10.831509,-20.8647
1014,10.832284,-29.2097
303,10.832756,-8.71453
2349,10.835577,-48.4086
2713,10.837876,-7.01274
857,10.838321,-19.404
2240,10.843879,-24.9958
2359,10.844702,-32.5426
2143,10.844953,-21.4551
3312,10.848022,-4.18135
2422,10.854741,-24.1982
958,10.858027,-24.0633
1202,10.867076,-25.4041
2342,10.868543,1.36782
1699,10.869252,-28.8918
663,10.869869,-39.5037
2526,10.872996,-18.5135
2020,10.873088,-15.0669
2129,10.875744,-14.9179
3390,10.878085,-9.11311
989,10.879753,-30.8409
2651,10.882236,-5.47748
55,10.882721,-51.735
1962,10.88308,-15.2845
1478,10.890952,-20.9038
2015,10.891832,-21.8756
2901,10.894839,-25.6091
2219,10.897658,-27.9604
1672,10.898405,-25.3841
3391,10.899219,-25.2405
2710,10.908444,-19.5801
1968,10.910333,-13.3921
2833,10.919944,-15.697
504,10.922658,-36.3032
600,10.92311,-31.6816
2914,10.926598,-4.51477
2307,10.929178,-40.0128
3036,10.930745,0.513326
88,10.933321,-60.4594
3441,10.933839,-6.57257
2179,10.935328,-22.4433
748,10.936693,-6.03851
2016,10.938934,-14.4603
2372,10.940511,-25.9936
3331,10.941026,-4.9404
2026,10.942859,-20.3641
1161,10.945923,-40.8195
334,10.946986,-47.9389
2345,10.949735,-19.3076
2698,10.95091,-37.6928
1929,10.95144,-12.0066
1250,10.952876,-18.2297
1201,10.954575,-32.3479
3431,10.956042,4.57757
2178,10.958519,-30.5126
2567,10.958783,-15.2145
2101,10.965112,-29.4735
1232,10.975216,-39.2276
1780,10.975434,11.5892
3376,10.976468,-2.71456
2633,10.976975,-11.4766
271,10.977398,-23.463
2711,10.979553,-23.3971
1135,10.98153,-36.2907
3249,10.984992,-0.42244
1746,10.985521,-26.4732
3142,10.987986,30.8198
1438,10.992045,-28.5355
1810,10.997351,-23.872
2909,10.997888,-3.98816
1012,11.000625,-25.9782
983,11.011774,-21.9159
2027,11.014518,-13.4184
3211,11.016193,-8.05188
2053,11.018663,-17.1548
1590,11.018744,-28.2655
2897,11.019137,-13.488
508,11.020922,-34.5743
2258,11.023791,-13.8465
576,11.0273,-39.5947
356,11.028479,-41.5342
3233,11.031614,-16.0682
3297,11.033826,-2.25706
2944,11.034515,-16.682
555,11.035306,-24.6998
1316,11.03576,-20.4013
455,11.037558,-28.8572
1849,11.037758,-32.7037
2428,11.041004,-11.4822
1265,11.042629,-33.5472
1760,11.043139,-16.7818
1873,11.050334,-19.4774
2555,11.050368,-30.1749
536,11.0527,-32.9048
657,11.056087,-19.389
29,11.058675,-53.7907
1444,11.060714,-15.9712
393,11.064742,-42.0689
7,11.070612,-67.854
141,11.077764,-27.2656
1989,11.078874,-11.7376
2654,11.080907,-8.12232
2601,11.081764,-26.89
1266,11.082649,-29.5861
1943,11.098971,-24.2362
1400,11.100034,-16.502
1805,11.104401,-18.6863
1869,11.106271,-22.9614
3366,11.108587,2.31711
362,11.11812,-38.538
2514,11.124882,-11.1169
2628,11.127647,-19.0167
3047,11.128085,-10.1805
1825,11.129809,-6.52746
1732,11.130661,-23.7498
644,11.131663,-37.9012
325,11.131997,-36.1919
2493,11.13219,-15.162
3095,11.132935,0.901278
1827,11.142766,-20.4326
2547,11.144921,-32.5018
2477,11.149418,-11.5693
229,11.15158,-48.8693
1152,11.154813,-39.2284
1551,11.157517,-31.9772
991,11.163972,-23.9708
1611,11.164452,-19.49
2611,11.16715,-32.9794
554,11.168005,-26.0732
3184,11.168446,0.302917
269,11.171056,-51.7836
1424,11.173486,-15.187
1966,11.177398,-15.094
518,11.17919,-36.1089
1213,11.180327,-27.6899
3269,11.183427,15.2631
222,11.185995,-47.564
621,11.190167,-21.2175
1791,11.190267,-31.0093
1028,11.191047,-45.3502
2276,11.191224,-22.9247
1362,11.192875,-30.3319
2254,11.196711,-17.3534
662,11.197227,-23.9495
2548,11.199132,-16.1052
1273,11.200257,-22.9249
593,11.203214,-20.8585
1572,11.205881,-36.7287
1764,11.207808,-11.5298
2636,11.218405,-1.83411
850,11.223972,-34.335
1032,11.225441,-22.7317
2191,11.226634,-26.0048
151,11.228262,-36.4436
1518,11.228754,-37.8012
2095,11.229222,-21.7157
3276,11.233396,-10.0764
1609,11.234121,-13.1446
1437,11.234806,-28.7359
1990,11.235508,-31.4334
738,11.23597,-37.3649
1398,11.237149,-26.3093
2371,11.238052,-11.1534
1482,11.245146,-12.1628
172,11.246984,-38.7065
3465,11.247005,54.9901
2545,11.248702,-25.9896
298,11.253777,-38.4511
1556,11.254696,-10.4103
2658,11.254788,-27.1969
756,11.255836,-19.8133
1200,11.256453,-16.9512
100,11.257587,-37.0013
2666,11.266617,-14.6125
2694,11.267316,-21.2609
1522,11.267755,-25.3085
1857,11.272234,-11.3147
1392,11.273192,-18.2309
2937,11.275545,-12.0571
3167,11.27593,-4.30693
3077,11.276212,6.1392
698,11.277429,-33.9645
2602,11.283844,-25.3484
1034,11.288005,-22.6225
1874,11.289334,-25.7537
3218,11.289513,-6.40962
3125,11.293627,22.5325
553,11.302427,-26.5925
1241,11.306741,-10.3555
1843,11.307409,5.46709
2217,11.308088,-5.32818
2289,11.309737,-27.7944
133,11.309953,-43.1626
2102,11.311352,-18.9718
2140,11.312119,-35.0932
290,11.312734,-43.6655
3410,11.32011,-20.3607
2260,11.32176,-22.3344
746,11.324614,-19.5188
130,11.327137,-41.8155
1924,11.327173,-23.8251
469,11.333361,-39.2713
635,11.333811,-19.1138
2197,11.343138,-34.815
2407,11.34442,-25.5983
227,11.3481,-24.2831
1467,11.348324,-43.0349
1841,11.350042,-34.7467
2445,11.358418,-28.3171
38,11.361023,-57.1271
460,11.362915,-20.0703
337,11.366387,-41.572
1451,11.370958,-32.2845
3072,11.372807,-5.46108
1469,11.379933,-35.427
2017,11.381495,-18.8037
986,11.38597,-32.1911
906,11.388162,-23.8527
1586,11.389786,-26.0073
1840,11.39453,-24.6065
3314,11.394636,-2.85971
1763,11.394922,-26.3883
176,11.397717,-40.4514
1627,11.399299,-17.7933
763,11.400002,-25.5399
3174,11.401977,-20.9774
2524,11.402287,-20.5632
567,11.403764,-42.7659
609,11.404332,-39.4393
1755,11.405259,-9.57235
996,11.405311,-21.1228
1804,11.406115,-12.547
1890,11.408554,-29.2878
2019,11.416547,-8.2321
1833,11.423327,-22.9391
2370,11.426548,-1.70454
2142,11.42659,-32.4698
1877,11.427383,-18.7803
1882,11.432893,-24.7654
2791,11.433095,0.461043
1505,11.433917,-33.714
909,11.437422,-36.5404
2439,11.443117,-11.5959
3443,11.458966,18.1722
520,11.459331,-42.4868
3371,11.459888,-4.07062
2013,11.45991,-42.3758
1295,11.462108,-26.3107
343,11.467698,-32.5035
801,11.468063,-27.618
1019,11.46845,-23.8466
3348,11.474645,3.90044
2976,11.476866,-9.29139
2269,11.492054,-25.9687
1244,11.500871,-48.8039
716,11.504165,-13.3494
2284,11.504942,-2.09782
2234,11.505372,-24.7622
3079,11.509416,-16.5566
3450,11.51612,34.7447
3402,11.518642,8.03239
3261,11.519202,-21.5666
1622,11.52082,-12.7716
1600,11.522765,-26.1416
2059,11.523113,-15.2673
372,11.528307,-29.5217
541,11.528487,-51.5165
3190,11.528844,-13.3695
3282,11.531222,-17.4186
1735,11.535439,-16.0035
2970,11.538108,-10.2846
712,11.538536,-23.8264
590,11.540894,-38.4757
941,11.554755,-25.8349
1501,11.55481,-28.1811
1536,11.559566,-31.2037
2290,11.565876,3.55185
1399,11.570486,-40.2112
79,11.570592,-53.7912
1681,11.577637,-20.2709
1973,11.579957,-26.6306
1488,11.584963,-31.2292
1951,11.58579,-22.8305
2216,11.58912,-10.1125
1253,11.590443,3.4228
2740,11.590464,-13.5347
475,11.590542,-35.5977
848,11.591489,-47.0236
143,11.59566,-29.2442
304,11.597435,-51.2433
3432,11.598388,8.53997
1937,11.600109,-23.3887
1346,11.608239,-40.6263
2442,11.608776,-20.4975
774,11.609759,-20.1767
2235,11.611636,-15.0881
1939,11.615098,4.81472
2745,11.615678,-31.7519
955,11.616364,-27.8023
2600,11.618311,-29.8607
386,11.619627,-43.6163
767,11.620039,-25.5852
2313,11.620871,-11.8073
2616,11.623987,-19.1277
1138,11.629264,-37.3094
2972,11.631798,-8.18705
758,11.632011,-18.2569
1248,11.63298,-28.0162
1692,11.633749,-26.863
2246,11.635964,-29.5098
1750,11.637383,-10.5988
25,11.638371,-68.2816
2550,11.639335,-15.2731
1134,11.64165,-28.0686
2204,11.642978,-9.43127
1329,11.644367,-20.2947
2461,11.64489,-35.655
267,11.649672,-44.0988
757,11.65552,-10.1658
582,11.655899,-32.972
1386,11.658599,-25.8112
2995,11.659417,-11.4293
2856,11.664317,-15.102
3333,11.665724,17.432
1450,11.666255,-18.2781
1409,11.667247,9.57886
67,11.677464,-36.3463
422,11.679046,-34.5926
583,11.684858,-34.2435
1111,11.687536,-37.8882
2953,11.687743,-28.7404
586,11.691365,-38.5626
2609,11.692473,2.75728
479,11.692735,-12.7651
48,11.696744,-51.501
2182,11.700087,-14.824
203,11.700495,-40.5814
2497,11.700501,-21.212
676,11.707365,-44.9469
2950,11.709109,-23.1078
952,11.710833,-13.284
2819,11.711301,-3.83526
3112,11.712074,-2.30237
734,11.719541,-29.8808
1507,11.723231,-40.6571
595,11.725897,-27.9071
792,11.730028,-16.8313
1948,11.737402,-12.321
3195,11.737588,-5.87431
2247,11.745875,-15.7516
3320,11.746394,-1.38154
2051,11.747293,-4.18058
912,11.750586,-31.4135
1972,11.752582,-37.0729
2180,11.755691,-24.8661
2631,11.762519,-16.6868
1197,11.768727,-9.14863
3041,11.774339,-10.6879
2145,11.777225,-41.2574
134,11.780442,-47.654
2237,11.781116,-25.3843
482,11.781965,-43.1168
1783,11.783186,-28.755
2931,11.788208,22.1566
1101,11.795275,-27.5389
3105,11.806657,-0.294148
367,11.807535,-13.3652
24,11.80809,-44.1769
1863,11.811808,-13.7916
2742,11.819961,-29.1022
1210,11.825668,-21.1391
1571,11.829999,-32.5557
2674,11.83543,-17.2862
2388,11.83628,-11.9751
2829,11.848223,-21.7969
2298,11.852648,-18.1521
402,11.855036,-38.1017
2990,11.856256,-22.4608
1816,11.862852,-19.3324
561,11.864415,-29.9696
1996,11.871447,-11.0976
3066,11.873952,1.17854
2719,11.87605,-31.2916
2683,11.87763,-9.50551
677,11.879229,-50.4327
1408,11.8804,-27.9281
1796,11.881411,-20.4956
613,11.882677,-32.7799
1675,11.885792,-16.8462
842,11.891408,-38.5129
3397,11.891933,3.61034
1792,11.89326,-30.855
2553,11.893543,-13.4052
1815,11.893722,-23.7346
805,11.909525,-20.2139
2569,11.909873,-33.0588
490,11.917246,-34.9437
3115,11.931283,1.55175
364,11.936071,-17.6239
2188,11.939617,-34.189
1778,11.94148,-31.2327
3139,11.942237,-12.2275
2811,11.942657,-32.1593
3186,11.950012,18.8582
3365,11.950732,-8.79354
579,11.951698,-49.5395
1165,11.955286,-30.4186
1163,11.955856,-25.3776
99,11.960339,-40.338
2795,11.9606,-19.4748
926,11.963036,-23.5653
2336,11.963588,-23.2232
623,11.963758,-40.1088
670,11.965536,-17.7591
2003,11.966274,-24.659
765,11.971081,-21.8263
2162,11.971977,-19.1671
17,11.976426,-61.149
917,11.976454,-10.7297
2612,11.976828,4.52545
1000,11.977321,-32.0125
1871,11.984547,-40.4346
3430,11.991944,15.6641
584,11.993733,-22.2796
361,11.997154,-35.913
1928,11.997715,-16.4964
181,11.999342,-44.0421
934,12.001879,-23.988
1916,12.00485,-20.0837
2952,12.004894,-8.75072
3458,12.01227,48.3308
2398,12.015107,-24.359
2399,12.017464,-3.04362
1051,12.018627,-25.3636
2446,12.019457,-40.3095
2124,12.021029,-18.437
2486,12.036277,-17.1619
2626,12.039241,-21.2265
505,12.041099,-36.4062
1484,12.04615,-17.7119
2551,12.047333,-17.9883
3270,12.04819,-5.5921
311,12.054012,-31.1134
285,12.070222,-47.1424
1689,12.07822,-12.7597
2340,12.086401,-28.2039
903,12.089449,-27.6345
2810,12.09356,17.3274
1503,12.096208,-14.8306
2519,12.096529,-4.94295
1065,12.107304,-32.1814
1745,12.108953,-17.4673
2159,12.109813,-34.3038
2295,12.114465,-17.4495
977,12.130611,-54.0883
2720,12.139357,-1.02391
3239,12.139726,-4.10555
37,12.140018,-33.4362
2676,12.150987,-24.1091
1652,12.162096,-18.8411
2735,12.162868,18.6267
1422,12.172916,-36.8153
1777,12.173988,-35.3182
358,12.179499,-36.9092
942,12.185357,-22.3227
2228,12.18608,-23.198
844,12.190226,-43.1128
1992,12.191237,-21.2826
1712,12.195148,-17.3437
737,12.197953,-32.645
1199,12.210567,-7.15421
2813,12.221333,-11.9004
2844,12.226448,4.30391
56,12.239388,-59.798
2761,12.240558,3.08173
454,12.241992,-50.3004
2969,12.244134,-31.303
3382,12.257469,16.8332
671,12.257968,-25.9708
3221,12.260654,-10.3682
1994,12.263185,-26.5028
1865,12.266766,-13.7928
1506,12.26805,-19.9849
2136,12.278626,-20.582
339,12.278808,-39.351
1704,12.28632,-14.3786
2396,12.288988,-20.0538
2645,12.289765,4.78321
84,12.300703,-62.1729
1389,12.302162,-39.0678
46,12.302649,-68.5493
487,12.302672,-36.0888
995,12.304108,-4.2167
2417,12.30677,-38.8866
1494,12.312251,-11.8423
359,12.3153,-37.1231
1950,12.318208,-37.8682
2648,12.319386,2.8452
715,12.328255,-24.96
2575,12.33546,-14.1739
1707,12.336226,-14.0258
727,12.337554,-43.7092
968,12.338375,-34.6633
1355,12.345097,-17.2094
3455,12.352452,14.2381
349,12.358252,-15.7804
3449,12.360225,17.0806
1182,12.368598,-34.0373
711,12.375099,-24.2929
913,12.375137,-5.98118
2608,12.377357,-24.4681
2902,12.377592,-1.92962
3277,12.403511,16.1222
2781,12.410762,-8.46568
1776,12.410855,-32.5455
3201,12.414369,-2.71519
3049,12.416742,-0.0446375
1911,12.417461,-3.15539
2874,12.427951,-7.69816
2392,12.432761,-11.3806
1123,12.434412,-18.6159
1376,12.437677,-9.17215
477,12.440612,-32.6605
2573,12.446366,-18.6434
429,12.446397,-40.3484
3059,12.451476,-28.8038
2305,12.460884,-0.792102
54,12.461736,-28.5292
1500,12.470088,-27.2118
2768,12.471854,4.29148
2249,12.473156,-24.0213
448,12.485764,-34.8911
316,12.486002,-20.3715
2838,12.488785,-14.2807
2646,12.490814,-20.1279
2773,12.505404,-24.8796
248,12.506708,-40.1039
13,12.510044,-47.9316
2377,12.521659,8.94992
1786,12.524078,-24.711
2481,12.524685,-21.5331
2108,12.526796,-22.4656
2804,12.529282,-16.462
102,12.536554,-37.1819
3089,12.539363,-12.955
1945,12.540921,-23.6945
706,12.547972,-4.99071
1116,12.550669,-15.3528
293,12.554225,-36.2162
2630,12.557674,-12.0186
5,12.563886,-50.9177
1540,12.566046,-39.8238
2080,12.566849,-18.6088
1109,12.572484,-14.0727
3215,12.575908,3.29974
3203,12.585479,-34.6566
1749,12.590893,-6.27955
1410,12.591343,-22.4711
467,12.591631,-21.7787
2355,12.59281,-0.128507
2815,12.595062,2.49516
85,12.598416,-41.9993
3028,12.600363,-7.92618
1352,12.607823,-35.1369
1379,12.614121,-36.17
191,12.618684,-46.1827
2606,12.624196,-25.2864
274,12.624376,-28.8996
855,12.62595,-25.9798
3257,12.627241,-16.5755
1104,12.629583,-30.8219
1267,12.630411,-35.5947
2464,12.632442,-21.1462
1570,12.633698,-18.9758
1532,12.635912,-33.8903
598,12.636137,0.739303
611,12.643756,-33.1146
3355,12.64479,-15.2537
1461,12.646599,-25.1448
1433,12.648062,-11.9192
101,12.656028,-44.6611
816,12.657895,-8.13053
3250,12.658544,-9.46213
2294,12.676406,-20.8602
2751,12.678942,-18.1364
1351,12.681495,-35.0997
193,12.683617,-21.9184
1695,12.684741,-24.4782
3180,12.694283,-19.5808
2231,12.697871,-17.0538
296,12.698406,-42.8564
3420,12.698689,11.3465
2430,12.700583,-24.3185
3328,12.702151,-20.5503
3213,12.711941,-9.67091
3052,12.711976,-21.8657
122,12.712996,-24.7573
2899,12.713684,-8.4484
2322,12.727306,-24.3647
473,12.732107,-34.8635
2227,12.732899,2.86321
3460,12.737319,-7.4757
204,12.737828,-48.1267
1983,12.737896,-27.1989
838,12.749741,-33.5293
2420,12.753134,-29.0115
570,12.755024,-15.1698
1003,12.7693,-29.5931
3235,12.770459,1.65089
3330,12.778664,-6.83083
345,12.778981,-41.2639
845,12.787233,-8.90978
3293,12.787601,-9.08033
3434,12.789323,-17.9805
2268,12.79654,-8.59063
2530,12.805796,-3.10666
2603,12.80629,-2.02823
1639,12.806348,-34.1606
3223,12.80709,-20.4496
421,12.819609,-42.3266
2867,12.819911,7.55378
2689,12.820547,-30.0962
2060,12.835657,-20.0398
1093,12.835718,-30.4555
1579,12.838472,-26.7416
2469,12.839408,-4.15738
3454,12.840169,46.8371
1663,12.843177,-12.2862
166,12.843586,-53.4054
2613,12.847797,-16.735
3132,12.849385,-29.6272
1740,12.851377,-2.45861
1930,12.854632,-11.2992
2250,12.855145,-21.2758
2317,12.861919,-28.1989
484,12.870716,-24.3908
2351,12.875057,-24.9355
2799,12.875686,-24.3954
992,12.880389,-14.4793
2310,12.881973,-24.0258
256,12.882337,-21.2117
2879,12.883633,-0.697509
2265,12.892551,-30.4286
2752,12.897823,-20.1051
2221,12.903068,-22.9099
2248,12.907757,-27.1122
2946,12.914426,-21.1349
1606,12.917415,-45.9429
1188,12.919391,-19.1295
2895,12.924609,14.2479
626,12.928735,-30.6988
793,12.941655,-30.9576
1545,12.944354,0.0120362
2504,12.945424,-38.5229
1599,12.947309,-28.2554
1025,12.956768,-21.8916
2665,12.962041,-27.6127
2214,12.966209,-27.3062
1577,12.967592,-33.5566
596,12.96961,-46.1835
1475,12.96982,-27.1019
2997,12.97065,-24.3636
2975,12.980423,-23.5682
580,12.982063,-33.2635
1091,12.98762,-12.7074
2625,13.003267,1.30879
3136,13.004485,-10.8011
3081,13.005515,-1.51232
3419,13.01115,16.8299
2583,13.01129,-20.0838
1449,13.012424,-23.8503
388,13.015883,-45.1175
1258,13.026039,-19.6797
1998,13.030973,-31.7853
2452,13.031105,-28.1956
1393,13.035591,-38.2083
1098,13.039145,-26.4711
389,13.040161,-28.1524
2546,13.049877,-12.7862
2801,13.051834,-19.1415
1289,13.053162,-37.2372
3423,13.054214,16.8645
2988,13.056865,-19.8916
295,13.059592,-33.2688
3427,13.063757,-20.1096
3011,13.068129,-27.0626
1541,13.075949,-37.3976
3374,13.07653,-12.3038
1646,13.076662,-14.5225
2190,13.0879,-28.7068
3421,13.089987,-11.1754
124,13.09479,-50.4799
893,13.098097,-37.8901
3176,13.10213,-31.2982
2306,13.110882,-21.4111
880,13.111553,-35.1917
1463,13.116364,-24.5108
2406,13.119969,-42.4896
1519,13.122509,-30.4404
2303,13.123796,-15.1862
1122,13.125585,-50.1419
599,13.128901,-33.9822
886,13.140945,-24.2465
2152,13.143877,-8.31876
1086,13.144876,-41.6521
3241,13.146778,1.60567
1315,13.152211,-37.1924
208,13.154456,-23.679
1328,13.157375,-8.62295
3189,13.158791,-1.53373
436,13.164104,-42.4232
3325,13.175205,-4.65062
18,13.178435,-47.9013
264,13.185865,-53.1772
1772,13.1889,-7.86615
2725,13.190033,-18.6398
2885,13.1905,-16.2639
1957,13.192264,-36.3357
499,13.200997,-50.7994
